gender,age,age_o,race,race_o,samerace,importance_same_race,importance_same_religion,field,pref_o_attractive,pref_o_sincere,pref_o_intelligence,pref_o_funny,pref_o_ambitious,pref_o_shared_interests,attractive_important,sincere_important,intelligence_important,funny_important,ambition_important,shared_interests_important,attractive,sincere,intelligence,funny,ambition,attractive_partner,sincere_partner,intelligence_parter,funny_partner,ambition_partner,shared_interests_partner,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,interests_correlate,expected_happy_with_sd_people,like,decision
female,34,27,European/Caucasian-American,Other,0,1,1,'Early Childhood Education',10.0,20.0,25.0,20.0,20.0,5.0,15.0,15.0,10.0,25.0,10.0,25.0,7,9,9,7,4,4.0,8.0,7.0,4.0,7.0,3.0,4,7,4,6,7,7,10,2,1,9,3,7,7,9,9,4,10,0.43,4,3.0,0
female,28,28,'Asian/Pacific Islander/Asian-American',European/Caucasian-American,0,2,2,journalism,20.0,20.0,20.0,20.0,0.0,20.0,10.0,20.0,30.0,10.0,10.0,20.0,5,6,4,8,9,5.0,5.0,5.0,5.0,5.0,5.0,6,3,6,7,7,7,3,3,4,6,4,4,8,5,7,7,7,0.43,6,5.0,0
male,27,25,European/Caucasian-American,European/Caucasian-American,1,1,1,business,25.0,20.0,20.0,20.0,10.0,5.0,75.0,5.0,5.0,5.0,5.0,5.0,7,7,8,8,8,7.0,8.0,8.0,7.0,7.0,6.0,10,10,10,5,8,8,0,7,3,8,6,5,5,8,8,4,4,-0.4,4,6.0,0
female,29,27,European/Caucasian-American,European/Caucasian-American,1,1,10,Psychology,25.0,20.0,25.0,20.0,10.0,0.0,10.0,40.0,20.0,20.0,0.0,10.0,6,10,5,9,3,8.0,8.0,8.0,6.0,7.0,6.0,9,9,8,7,7,3,7,1,3,10,4,1,7,5,8,1,1,0.32,1,7.0,0
male,28,24,'Latino/Hispanic American','Asian/Pacific Islander/Asian-American',0,3,7,'Business [MBA]',15.0,25.0,20.0,20.0,10.0,10.0,23.0,18.0,21.0,18.0,10.0,10.0,7,10,9,9,9,6.0,8.0,9.0,6.0,7.0,4.0,6,9,7,10,8,7,6,6,8,9,6,9,9,8,8,6,4,-0.11,6,6.0,0
male,30,24,European/Caucasian-American,European/Caucasian-American,1,1,1,MBA,10.0,20.0,27.0,23.0,15.0,5.0,31.58,10.53,15.79,21.05,10.53,10.53,8,2,9,9,9,3.0,8.0,6.0,6.0,5.0,2.0,7,3,3,9,9,10,8,4,8,8,1,5,7,9,10,5,5,0.19,8,5.0,0
female,22,33,Other,Other,1,1,5,'Sociology and Education',22.0,22.0,15.0,15.0,5.0,21.0,20.0,20.0,20.0,10.0,10.0,20.0,7,7,8,8,10,4.0,8.0,7.0,8.0,9.0,8.0,5,3,10,10,9,5,2,1,4,9,5,6,5,5,9,7,4,0.3,5,7.0,0
female,24,30,European/Caucasian-American,European/Caucasian-American,1,7,6,Nutrition,20.51,14.53,24.79,17.09,5.98,17.09,10.0,20.0,27.0,23.0,15.0,5.0,7,9,7,9,7,6.0,10.0,10.0,8.0,8.0,3.0,5,1,10,6,5,5,3,4,8,9,6,7,7,8,9,6,9,0.07,6,4.0,0
female,23,26,'Asian/Pacific Islander/Asian-American','Asian/Pacific Islander/Asian-American',1,1,1,Engineering,40.0,20.0,20.0,20.0,0.0,0.0,20.0,30.0,20.0,20.0,10.0,0.0,5,8,6,9,8,4.0,7.0,7.0,5.0,7.0,2.0,8,1,8,7,7,7,8,1,1,7,3,3,3,5,5,5,5,-0.16,5,5.0,0
male,36,24,'Asian/Pacific Islander/Asian-American',European/Caucasian-American,0,1,5,'math of finance',10.0,20.0,20.0,20.0,20.0,10.0,18.0,10.0,18.0,18.0,18.0,18.0,7,8,8,9,8,7.0,8.0,8.0,8.0,8.0,6.0,10,4,7,6,4,4,4,9,7,10,3,5,4,7,10,4,8,-0.19,7,7.0,1
female,25,28,'Asian/Pacific Islander/Asian-American',European/Caucasian-American,0,5,5,'Social Work',20.0,20.0,20.0,20.0,20.0,20.0,20.0,10.0,30.0,20.0,10.0,10.0,7,7,6,6,6,6.0,7.0,8.0,5.0,8.0,4.0,1,1,1,8,5,5,1,5,5,5,8,10,10,5,10,10,5,-0.28,7,5.0,0
female,24,22,European/Caucasian-American,'Asian/Pacific Islander/Asian-American',0,5,6,'Art Education',35.0,40.0,5.0,5.0,7.0,8.0,22.0,14.0,30.0,10.0,14.0,10.0,7,9,7,9,10,3.0,4.0,6.0,3.0,7.0,3.0,7,1,6,9,10,10,10,3,4,10,2,5,10,10,10,4,10,0.26,3,3.0,0
male,28,26,'Asian/Pacific Islander/Asian-American','Asian/Pacific Islander/Asian-American',1,6,8,'Business [MBA]',10.0,20.0,15.0,20.0,20.0,15.0,20.0,20.0,20.0,10.0,10.0,20.0,6,9,9,9,7,7.0,7.0,8.0,8.0,6.0,9.0,7,2,8,8,5,4,4,3,3,9,5,7,9,6,7,4,5,0.27,5,8.0,0
female,32,22,European/Caucasian-American,European/Caucasian-American,1,3,3,'Law and English Literature [J.D./Ph.D.]',10.0,15.0,25.0,15.0,15.0,20.0,15.0,5.0,45.0,10.0,15.0,10.0,7,9,7,10,10,6.0,8.0,8.0,4.0,8.0,6.0,2,9,8,8,7,8,2,1,2,10,6,7,10,8,9,2,1,-0.08,3,8.0,0
female,23,28,European/Caucasian-American,'Latino/Hispanic American',0,9,5,'MA Biotechnology',14.71,14.71,14.71,14.71,20.59,20.59,17.31,13.46,17.31,19.23,19.23,13.46,8,8,10,8,9,7.0,6.0,7.0,8.0,6.0,6.0,10,8,8,7,5,5,2,3,4,3,7,7,6,5,7,9,6,-0.02,6,6.0,0
male,24,26,'Asian/Pacific Islander/Asian-American',European/Caucasian-American,0,9,6,'Electrical Engineering',10.0,30.0,20.0,15.0,15.0,10.0,20.0,16.0,16.0,17.0,16.0,15.0,7,9,9,8,9,7.0,8.0,8.0,7.0,8.0,5.0,8,8,5,8,8,5,5,9,8,8,8,6,8,8,8,8,3,-0.47,8,5.0,0
female,33,27,'Black/African American',European/Caucasian-American,0,4,8,'MFA -Film',20.0,20.0,20.0,20.0,10.0,10.0,20.0,20.0,20.0,15.0,15.0,10.0,4,7,9,9,9,4.0,6.0,7.0,6.0,8.0,6.0,7,8,8,8,5,5,3,1,5,5,7,7,10,9,9,9,9,-0.26,6,6.0,1
female,25,22,European/Caucasian-American,European/Caucasian-American,1,8,4,Economics,60.0,0.0,0.0,40.0,0.0,0.0,35.0,10.0,35.0,10.0,10.0,0.0,8,9,8,9,8,9.0,7.0,9.0,8.0,9.0,7.0,3,8,7,8,5,5,8,4,5,7,8,7,7,7,5,8,7,-0.14,4,8.0,0
female,30,29,European/Caucasian-American,'Asian/Pacific Islander/Asian-American',0,2,1,History,14.0,20.0,18.0,16.0,14.0,18.0,17.5,17.5,20.0,12.5,20.0,12.5,9,7,7,9,9,8.0,10.0,10.0,6.0,8.0,2.0,8,3,10,10,10,10,1,1,7,10,4,7,8,3,5,7,1,-0.23,4,5.0,0
female,29,27,Other,'Latino/Hispanic American',0,6,6,'Music Education',25.0,25.0,25.0,15.0,10.0,0.0,20.0,20.0,20.0,10.0,10.0,20.0,9,10,9,9,8,8.0,9.0,8.0,8.0,6.0,9.0,8,5,10,10,10,10,8,4,5,5,8,9,9,10,10,7,7,0.05,9,9.0,1
female,30,22,European/Caucasian-American,'Latino/Hispanic American',0,3,5,'Masters of Social Work',10.0,20.0,35.0,10.0,5.0,20.0,20.0,25.0,15.0,15.0,15.0,10.0,7,9,9,8,9,6.0,8.0,7.0,6.0,8.0,2.0,2,3,4,9,8,6,8,4,7,8,4,6,7,5,8,5,3,0.44,4,6.0,0
male,32,23,European/Caucasian-American,European/Caucasian-American,1,1,1,'Biomedical engineering',20.0,25.0,25.0,30.0,5.0,5.0,50.0,0.0,10.0,30.0,0.0,10.0,7,8,9,8,8,6.0,6.0,6.0,6.0,6.0,6.0,8,2,8,8,8,8,8,8,6,8,5,4,6,3,6,6,6,0.13,6,6.0,0
male,23,55,'Asian/Pacific Islander/Asian-American','Asian/Pacific Islander/Asian-American',1,3,2,physics,25.0,0.0,25.0,25.0,0.0,25.0,15.0,15.0,15.0,15.0,15.0,25.0,6,7,7,8,7,4.0,8.0,5.0,6.0,6.0,5.0,5,4,7,5,4,3,3,5,4,5,4,4,4,4,7,3,1,-0.15,5,7.0,0
female,34,29,European/Caucasian-American,'Asian/Pacific Islander/Asian-American',0,1,1,'Early Childhood Education',40.0,10.0,15.0,10.0,10.0,15.0,15.0,15.0,10.0,25.0,10.0,25.0,7,9,9,7,4,10.0,8.0,7.0,6.0,6.0,7.0,4,7,4,6,7,7,10,2,1,9,3,7,7,9,9,4,10,-0.51,4,6.0,1
male,25,22,'Asian/Pacific Islander/Asian-American',European/Caucasian-American,0,1,1,Film,15.0,20.0,20.0,20.0,15.0,10.0,15.0,10.0,30.0,10.0,5.0,30.0,6,9,8,9,8,7.0,10.0,8.0,7.0,5.0,4.0,2,1,2,10,10,10,1,2,2,10,5,7,10,10,10,5,3,0.56,5,7.0,1
male,24,27,European/Caucasian-American,'Asian/Pacific Islander/Asian-American',0,3,3,Psychology,50.0,0.0,50.0,0.0,0.0,0.0,25.0,15.0,25.0,25.0,15.0,15.0,7,9,8,9,9,7.0,6.0,6.0,7.0,7.0,8.0,9,1,8,7,8,8,10,6,7,8,1,7,3,8,1,6,8,-0.11,7,9.0,1
female,24,30,European/Caucasian-American,'Black/African American',0,6,3,Film,30.0,25.0,20.0,15.0,5.0,5.0,20.0,10.0,20.0,35.0,5.0,10.0,7,7,10,9,8,8.0,9.0,8.0,7.0,8.0,7.0,5,5,5,7,8,8,6,5,6,9,6,4,8,7,8,8,7,0.44,2,8.0,0
female,26,24,European/Caucasian-American,'Asian/Pacific Islander/Asian-American',0,1,9,Biology,20.0,20.0,20.0,20.0,20.0,0.0,19.0,19.0,19.0,19.0,5.0,19.0,9,10,9,10,4,6.0,9.0,9.0,10.0,6.0,5.0,1,1,1,9,9,9,2,1,8,9,6,8,10,10,10,5,1,-0.1,4,7.0,1
male,29,23,European/Caucasian-American,European/Caucasian-American,1,4,1,'Climate-Earth and Environ. Science',15.0,15.0,20.0,15.0,20.0,15.0,50.0,7.0,20.0,23.0,0.0,0.0,7,5,7,6,6,6.0,7.0,6.0,5.0,7.0,6.0,6,8,8,3,3,3,6,1,5,8,3,2,7,3,7,3,5,0.53,5,5.0,0
male,22,28,European/Caucasian-American,European/Caucasian-American,1,8,1,Engineering,15.0,15.0,20.0,15.0,15.0,20.0,21.0,20.0,19.0,20.0,10.0,10.0,7,9,8,8,8,5.0,8.0,7.0,5.0,6.0,5.0,8,3,7,10,6,6,7,2,9,5,6,7,7,6,8,8,4,0.41,7,6.0,0
female,24,28,European/Caucasian-American,European/Caucasian-American,1,9,7,Neuroscience,15.91,20.45,20.45,20.45,11.36,11.36,11.36,18.18,22.73,18.18,11.36,18.18,5,5,7,9,7,7.0,10.0,10.0,10.0,10.0,8.0,2,1,2,9,9,5,2,2,1,8,10,10,10,5,8,9,2,0.68,5,8.0,0
female,24,28,European/Caucasian-American,European/Caucasian-American,1,9,9,'Clinical Psychology',21.43,16.67,21.43,16.67,11.9,11.9,16.0,16.0,20.0,16.0,18.0,14.0,9,10,8,10,10,8.0,9.0,8.0,6.0,7.0,7.0,8,6,6,9,6,6,4,8,7,9,9,6,9,5,7,9,4,0.33,7,7.0,1
female,25,30,'Black/African American','Latino/Hispanic American',0,2,1,'MA Biotechnology',18.6,20.93,23.26,23.26,2.33,11.63,11.54,13.46,19.23,19.23,19.23,17.31,9,10,10,10,10,5.0,9.0,9.0,7.0,8.0,7.0,9,7,7,9,10,10,10,5,8,8,5,7,9,10,10,9,8,0.62,5,6.0,1
male,30,30,Other,European/Caucasian-American,0,8,9,Business,20.0,25.0,15.0,15.0,15.0,10.0,20.0,25.0,25.0,15.0,5.0,10.0,7,8,8,9,6,7.0,9.0,9.0,9.0,7.0,9.0,5,4,6,7,6,6,2,2,4,6,5,7,7,3,7,6,2,0.32,5,8.0,0
female,22,25,European/Caucasian-American,European/Caucasian-American,1,8,3,'Philosophy and Physics',25.0,20.0,30.0,15.0,5.0,5.0,25.0,7.0,25.0,25.0,8.0,10.0,8,7,8,10,8,5.0,5.0,7.0,3.0,6.0,3.0,8,2,6,10,9,9,8,1,7,9,8,9,9,7,7,7,8,0.48,6,5.0,0
female,27,29,'Asian/Pacific Islander/Asian-American','Latino/Hispanic American',0,6,3,'Social Work',20.0,25.0,15.0,15.0,53.0,20.0,10.0,25.0,25.0,10.0,10.0,20.0,8,8,6,9,9,7.0,7.0,8.0,6.0,8.0,5.0,8,8,8,8,8,8,9,5,3,8,7,8,8,9,9,8,5,-0.07,3,7.0,1
female,30,26,'Latino/Hispanic American',European/Caucasian-American,0,5,1,'English and Comp Lit',16.98,16.98,18.87,16.98,13.21,16.98,19.15,21.28,17.02,17.02,12.77,12.77,8,10,6,8,10,4.0,8.0,7.0,6.0,6.0,7.0,5,5,10,10,7,7,5,1,7,10,1,8,8,7,9,10,9,0.41,2,3.0,0
female,23,28,European/Caucasian-American,European/Caucasian-American,1,2,4,Law,40.0,15.0,20.0,10.0,5.0,10.0,10.0,20.0,20.0,20.0,20.0,10.0,7,8,9,8,8,7.0,7.0,8.0,7.0,9.0,7.0,5,6,8,7,4,4,2,1,7,8,5,7,7,7,9,6,4,0.16,3,9.0,1
male,27,25,European/Caucasian-American,European/Caucasian-American,1,3,5,Sociology,25.0,20.0,25.0,25.0,5.0,0.0,20.0,20.0,15.0,25.0,10.0,10.0,5,8,7,8,7,7.0,4.0,4.0,4.0,4.0,4.0,9,5,3,8,5,5,6,4,4,9,2,6,7,5,7,2,2,-0.07,5,4.0,0
female,27,30,European/Caucasian-American,Other,0,3,2,Marketing,20.0,25.0,25.0,15.0,5.0,10.0,25.0,15.0,20.0,20.0,20.0,0.0,8,9,8,9,10,8.0,9.0,10.0,10.0,9.0,9.0,2,2,2,10,8,8,7,8,9,8,1,9,8,8,9,4,2,0.13,5,10.0,1
female,30,25,'Asian/Pacific Islander/Asian-American',European/Caucasian-American,0,1,1,'Social Studies Education',25.0,20.0,15.0,25.0,10.0,5.0,20.0,20.0,35.0,5.0,10.0,10.0,9,10,7,9,7,8.0,9.0,9.0,9.0,9.0,8.0,7,8,4,9,10,10,1,1,7,10,3,10,9,7,8,8,5,0.2,6,8.0,1
female,23,25,Other,European/Caucasian-American,0,6,3,'Social Work',30.0,0.0,30.0,30.0,10.0,0.0,17.0,17.0,17.0,17.0,17.0,15.0,7,9,9,8,9,7.0,7.0,7.0,7.0,7.0,5.0,7,5,7,8,8,8,8,8,9,8,8,8,9,8,8,9,6,0.35,7,6.0,0
male,27,24,'Asian/Pacific Islander/Asian-American',European/Caucasian-American,0,6,1,'Business [MBA]',16.0,16.0,20.0,16.0,18.0,14.0,15.56,17.78,17.78,17.78,17.78,13.33,7,9,7,9,9,4.0,3.0,6.0,7.0,6.0,5.0,5,6,3,7,6,3,4,3,7,8,7,8,8,4,4,4,1,0.41,6,6.0,1
female,24,32,'Asian/Pacific Islander/Asian-American',European/Caucasian-American,0,1,1,'Social Work',20.0,20.0,20.0,20.0,10.0,10.0,10.0,40.0,10.0,20.0,10.0,10.0,6,9,9,8,9,7.0,8.0,8.0,7.0,7.0,7.0,7,1,7,8,9,8,9,4,9,9,6,7,9,7,9,5,4,0.76,5,7.0,0
female,27,30,European/Caucasian-American,'Asian/Pacific Islander/Asian-American',0,2,4,'Counseling Psychology',50.0,10.0,10.0,10.0,5.0,15.0,15.0,25.0,20.0,20.0,0.0,20.0,7,10,8,9,6,4.0,6.0,7.0,4.0,7.0,4.0,10,9,8,10,8,5,7,1,5,8,9,8,9,7,10,5,6,0.54,4,4.0,0
female,27,25,European/Caucasian-American,'Black/African American',0,3,2,Marketing,30.0,15.0,20.0,20.0,0.0,5.0,25.0,15.0,20.0,20.0,20.0,0.0,8,9,8,9,10,6.0,9.0,9.0,7.0,7.0,5.0,2,2,2,10,8,8,7,8,9,8,1,9,8,8,9,4,2,-0.22,5,5.0,0
female,26,32,European/Caucasian-American,European/Caucasian-American,1,8,6,business,17.24,17.24,17.24,17.24,13.79,17.24,19.61,15.69,17.65,15.69,17.65,13.73,9,5,9,10,10,5.0,6.0,7.0,6.0,8.0,4.0,10,5,9,9,10,10,3,1,9,8,4,5,5,3,8,10,7,0.08,4,5.0,0
female,22,21,'Black/African American',European/Caucasian-American,0,7,5,Epidemiology,15.56,11.11,22.22,15.56,20.0,15.56,16.07,17.86,17.86,17.86,17.86,12.5,8,8,8,8,10,1.0,7.0,8.0,9.0,10.0,9.0,5,6,2,8,3,2,1,4,1,7,8,2,6,4,10,8,1,0.1,6,10.0,0
female,21,23,European/Caucasian-American,European/Caucasian-American,1,8,1,Law,30.0,5.0,15.0,40.0,5.0,5.0,20.0,5.0,25.0,25.0,10.0,15.0,6,3,6,10,8,8.0,5.0,5.0,7.0,7.0,9.0,7,4,7,7,6,8,6,6,8,6,8,6,6,3,7,8,3,0.08,7,8.0,1
female,27,31,European/Caucasian-American,European/Caucasian-American,1,3,9,microbiology,17.78,17.78,17.78,17.78,13.33,15.56,15.38,19.23,19.23,19.23,13.46,13.46,9,8,10,10,8,5.0,6.0,7.0,4.0,6.0,4.0,7,6,9,8,5,5,9,9,8,10,1,3,4,3,6,5,1,0.29,8,5.0,0
female,25,26,'Asian/Pacific Islander/Asian-American',European/Caucasian-American,0,7,3,Law,30.0,25.0,20.0,10.0,10.0,5.0,15.0,25.0,20.0,15.0,10.0,15.0,7,9,7,8,5,7.0,8.0,8.0,7.0,8.0,6.0,2,2,5,9,7,8,6,5,6,10,8,8,10,7,9,7,7,0.44,5,7.0,0
female,30,26,European/Caucasian-American,European/Caucasian-American,1,3,5,'Masters of Social Work',18.0,18.0,18.0,19.0,13.0,14.0,20.0,25.0,15.0,15.0,15.0,10.0,7,9,9,8,9,5.0,6.0,7.0,5.0,6.0,2.0,2,3,4,9,8,6,8,4,7,8,4,6,7,5,8,5,3,-0.37,4,4.0,0
female,25,29,'Latino/Hispanic American','Latino/Hispanic American',1,1,3,'Urban Planning',30.0,10.0,25.0,20.0,8.0,7.0,10.0,25.0,25.0,20.0,10.0,10.0,8,10,10,8,9,5.0,3.0,9.0,10.0,9.0,7.0,10,6,7,9,9,8,9,1,7,8,1,10,10,10,10,5,9,0.57,4,7.0,1
female,21,21,European/Caucasian-American,European/Caucasian-American,1,10,7,psychology,40.0,15.0,10.0,20.0,10.0,5.0,20.0,10.0,30.0,20.0,15.0,5.0,8,7,8,9,8,9.0,10.0,9.0,8.0,8.0,7.0,2,2,8,7,3,3,1,1,8,10,2,2,6,4,7,8,1,-0.13,3,8.0,1
female,30,30,'Latino/Hispanic American',European/Caucasian-American,0,1,1,Acting,40.0,10.0,20.0,10.0,0.0,20.0,15.0,20.0,20.0,20.0,5.0,10.0,8,9,7,9,7,7.0,4.0,6.0,5.0,6.0,3.0,2,1,9,9,6,8,4,1,2,9,3,10,8,4,4,3,9,-0.01,3,4.0,1
male,26,25,'Asian/Pacific Islander/Asian-American','Asian/Pacific Islander/Asian-American',1,3,1,MBA,17.65,17.65,17.65,15.69,15.69,15.69,14.89,19.15,21.28,19.15,14.89,10.64,7,8,9,9,9,5.0,8.0,5.0,3.0,3.0,3.0,8,6,9,9,6,4,2,7,6,9,5,2,9,2,7,9,2,-0.38,7,3.0,0
female,27,30,European/Caucasian-American,European/Caucasian-American,1,3,3,'International affairs',25.0,25.0,25.0,25.0,0.0,0.0,15.0,15.0,20.0,20.0,15.0,15.0,8,8,8,8,8,3.0,8.0,7.0,5.0,7.0,2.0,10,7,10,9,8,7,9,1,7,5,4,7,7,7,7,7,7,0.27,6,5.0,0
male,28,26,'Black/African American',European/Caucasian-American,0,7,1,'International Affairs',15.0,15.0,25.0,20.0,5.0,20.0,20.0,18.0,20.0,17.0,10.0,15.0,8,10,8,10,10,6.0,10.0,10.0,7.0,7.0,4.0,10,5,8,8,7,5,10,7,9,7,4,7,9,5,10,1,1,0.41,6,7.0,1
male,23,29,European/Caucasian-American,European/Caucasian-American,1,5,3,MBA,15.0,10.0,20.0,20.0,20.0,15.0,50.0,5.0,15.0,20.0,10.0,0.0,7,4,7,9,9,7.0,8.0,7.0,8.0,7.0,8.0,10,5,10,7,3,1,10,5,3,8,2,4,8,2,4,3,6,0.02,7,8.0,1
male,28,22,European/Caucasian-American,European/Caucasian-American,1,2,3,'General management/finance',10.0,20.0,15.0,20.0,15.0,20.0,20.0,20.0,20.0,20.0,0.0,20.0,7,10,8,9,9,6.0,8.0,8.0,8.0,7.0,5.0,8,5,6,9,7,7,4,8,8,7,7,8,8,10,10,8,2,0.29,5,6.0,1
male,32,24,Other,European/Caucasian-American,0,5,6,Theater,10.0,20.0,20.0,15.0,20.0,15.0,20.0,20.0,20.0,15.0,15.0,10.0,7,7,7,8,9,7.0,7.0,6.0,7.0,5.0,7.0,7,5,6,7,5,6,7,7,6,5,6,7,7,6,5,5,6,-0.05,6,7.0,1
female,25,26,'Asian/Pacific Islander/Asian-American',European/Caucasian-American,0,1,6,'Religion; GSAS',21.28,17.02,21.28,12.77,6.38,21.28,17.65,17.65,17.65,15.69,15.69,15.69,9,9,9,9,9,6.0,8.0,7.0,6.0,7.0,9.0,3,3,6,7,7,7,8,6,8,6,8,9,9,9,9,7,9,0.52,6,8.0,1
male,23,27,European/Caucasian-American,'Latino/Hispanic American',0,6,8,'Computational Biochemsistry',14.29,18.37,18.37,16.33,18.37,14.29,17.02,21.28,17.02,21.28,14.89,8.51,8,10,10,9,8,9.0,9.0,9.0,8.0,8.0,6.0,9,3,10,8,6,7,7,4,7,3,1,9,6,4,6,7,1,0.48,6,8.0,1
male,23,25,'Asian/Pacific Islander/Asian-American','Asian/Pacific Islander/Asian-American',1,2,2,'Industrial Engineering/Operations Research',15.0,20.0,25.0,20.0,10.0,10.0,40.0,30.0,0.0,20.0,0.0,10.0,8,9,9,9,8,7.0,8.0,9.0,8.0,7.0,8.0,10,10,7,8,3,5,4,3,8,3,10,5,10,10,9,9,3,-0.2,7,5.0,0
male,28,28,'Latino/Hispanic American',European/Caucasian-American,0,2,2,MBA,15.0,30.0,30.0,10.0,10.0,5.0,30.0,20.0,25.0,15.0,10.0,0.0,6,8,9,7,5,8.0,8.0,8.0,6.0,4.0,5.0,9,2,9,8,8,7,6,3,6,6,5,6,6,5,8,3,3,0.32,7,6.0,1
female,25,26,'Black/African American','Asian/Pacific Islander/Asian-American',0,7,9,Epidemiology,40.0,20.0,20.0,20.0,0.0,0.0,10.0,15.0,35.0,15.0,10.0,15.0,8,9,9,9,9,4.0,6.0,6.0,6.0,7.0,6.0,4,2,6,7,7,7,2,2,7,8,5,7,8,8,8,6,5,-0.46,6,5.0,0
male,24,33,Other,'Asian/Pacific Islander/Asian-American',0,1,1,engineering,25.0,30.0,10.0,10.0,5.0,20.0,20.0,20.0,25.0,25.0,5.0,5.0,8,10,10,10,8,5.0,5.0,5.0,4.0,4.0,4.0,5,7,6,10,9,10,9,14,5,9,7,3,10,10,10,10,10,0.01,10,4.5,1
male,30,26,European/Caucasian-American,European/Caucasian-American,1,1,1,Law,9.0,17.0,23.0,15.0,14.0,22.0,20.51,14.53,24.79,17.09,5.98,17.09,7,7,9,8,8,7.0,8.0,8.0,7.0,7.0,7.0,8,2,1,9,6,6,6,4,7,6,4,6,6,6,6,7,2,0.24,9,7.0,1
female,26,26,'Asian/Pacific Islander/Asian-American','Latino/Hispanic American',0,8,8,'Operations Research [SEAS]',10.0,20.0,20.0,22.0,6.0,22.0,10.0,20.0,15.0,20.0,20.0,15.0,7,9,8,7,7,7.0,7.0,7.0,5.0,5.0,5.0,2,3,2,10,10,10,2,1,7,4,4,9,9,8,8,3,3,0.49,5,7.0,0
male,27,26,European/Caucasian-American,'Black/African American',0,3,1,MBA,30.0,5.0,10.0,20.0,30.0,5.0,40.0,0.0,10.0,50.0,0.0,0.0,10,8,10,10,10,2.0,8.0,8.0,6.0,6.0,5.0,10,7,7,3,3,3,3,3,3,4,5,3,6,10,10,1,7,-0.31,6,4.0,0
female,28,24,'Asian/Pacific Islander/Asian-American',European/Caucasian-American,0,10,1,MBA,19.57,19.57,15.22,17.39,15.22,13.04,13.04,21.74,19.57,17.39,15.22,13.04,6,9,7,8,6,8.0,7.0,9.0,6.0,7.0,7.0,7,6,5,10,10,9,7,4,4,5,5,8,8,8,8,6,3,-0.47,7,7.0,1
male,30,21,European/Caucasian-American,'Asian/Pacific Islander/Asian-American',0,1,1,Law,15.0,25.0,15.0,15.0,15.0,15.0,20.51,14.53,24.79,17.09,5.98,17.09,7,7,9,8,8,5.0,8.0,7.0,6.0,6.0,6.0,8,2,1,9,6,6,6,4,7,6,4,6,6,6,6,7,2,0.53,9,6.0,0
female,24,23,European/Caucasian-American,European/Caucasian-American,1,6,3,Film,20.0,15.0,20.0,20.0,10.0,15.0,20.0,10.0,20.0,35.0,5.0,10.0,7,7,10,9,8,8.0,8.0,8.0,8.0,8.0,9.0,5,5,5,7,8,8,6,5,6,9,6,4,8,7,8,8,7,0.36,2,8.0,1
female,35,27,'Asian/Pacific Islander/Asian-American',European/Caucasian-American,0,1,3,'music education',40.0,0.0,10.0,50.0,0.0,0.0,15.0,15.0,30.0,15.0,15.0,10.0,8,10,7,8,9,3.0,3.0,3.0,2.0,3.0,0.0,5,2,5,10,10,10,7,2,3,10,3,10,10,10,10,5,5,0.05,8,3.0,0
male,26,27,'Asian/Pacific Islander/Asian-American',European/Caucasian-American,0,3,1,MBA,15.38,19.23,19.23,19.23,13.46,13.46,14.89,19.15,21.28,19.15,14.89,10.64,7,8,9,9,9,5.0,9.0,8.0,9.0,7.0,9.0,8,6,9,9,6,4,2,7,6,9,5,2,9,2,7,9,2,0.41,7,8.0,1
male,21,25,European/Caucasian-American,European/Caucasian-American,1,10,9,Law,20.0,23.0,23.0,22.0,7.0,5.0,15.0,20.0,15.0,30.0,5.0,15.0,5,8,6,8,7,7.0,7.0,8.0,6.0,6.0,5.0,8,5,3,6,3,4,3,3,3,3,7,4,6,3,5,4,2,0.43,5,6.0,1
male,27,23,'Black/African American',European/Caucasian-American,0,2,1,Business,20.0,20.0,20.0,15.0,5.0,20.0,40.0,20.0,20.0,20.0,0.0,0.0,7,8,3,8,5,6.0,6.0,6.0,8.0,5.0,5.0,6,1,7,6,7,3,2,1,7,10,2,5,6,7,7,7,1,0.44,3,7.0,0
female,26,21,'Asian/Pacific Islander/Asian-American',European/Caucasian-American,0,3,1,nutrition,25.0,10.0,25.0,5.0,10.0,25.0,16.67,16.67,16.67,16.67,16.67,16.67,6,8,6,7,6,6.0,6.0,7.0,6.0,7.0,6.0,6,8,9,6,6,6,4,2,5,6,4,7,7,8,8,9,1,0.3,6,6.0,0
female,28,26,Other,'Asian/Pacific Islander/Asian-American',0,2,1,'Social Work/SIPA',25.0,20.0,20.0,20.0,5.0,10.0,25.0,15.0,25.0,15.0,10.0,10.0,8,9,7,8,5,4.0,6.0,6.0,4.0,6.0,7.0,4,6,8,8,10,8,5,2,9,10,8,9,8,5,5,8,2,-0.05,5,7.0,0
male,30,29,Other,European/Caucasian-American,0,8,9,Business,10.0,20.0,20.0,20.0,20.0,10.0,20.0,25.0,25.0,15.0,5.0,10.0,7,8,8,9,6,9.0,8.0,8.0,7.0,6.0,6.0,5,4,6,7,6,6,2,2,4,6,5,7,7,3,7,6,2,0.54,5,6.0,0
