priceRange,alcohol,noiseLevel,attire,delivery,parking,waiterService,outdoorSeating,caters,goodForGroups,goodForKids
$$$$,full_bar,quiet,dressy,No,valet,No,No,No,Yes,No
$$,beer_and_wine,average,casual,No,,Yes,Yes,No,Yes,
$,none,quiet,casual,No,,Yes,No,No,Yes,
$$,full_bar,average,casual,No,lot,Yes,No,No,Yes,
$$,none,,,,garage,,Yes,,,
$$,none,quiet,casual,Yes,,No,No,No,No,
$$,beer_and_wine,average,casual,Yes,lot,No,No,,Yes,Yes
$,none,,,,lot,,,,,
$,full_bar,loud,casual,No,lot,No,No,No,Yes,
$,none,average,casual,No,lot,No,Yes,Yes,No,
$$,none,average,casual,No,lot,Yes,No,,Yes,
$,none,,,,lot,,,,,
$,none,,,,lot,,,,,
$$,none,,,Yes,,,,,,
$$$,full_bar,loud,casual,No,street,Yes,No,No,Yes,Yes
$,none,,,,lot,,,,,
$,none,,casual,No,,No,No,,Yes,
$$$,full_bar,average,casual,No,street,Yes,No,Yes,Yes,
$$,none,loud,casual,No,,No,No,Yes,No,
$,none,,casual,No,lot,No,No,,Yes,
$$$,full_bar,average,casual,No,valet,No,Yes,No,Yes,
$,none,,,No,lot,,,,,
$,none,average,casual,Yes,lot,No,No,Yes,Yes,
$$$,full_bar,average,casual,No,valet,Yes,Yes,Yes,Yes,
$$,full_bar,average,casual,No,lot,No,Yes,No,Yes,
$,none,average,casual,No,lot,,No,Yes,Yes,
$$,none,,,,,,,,,
$$,full_bar,average,casual,No,lot,No,No,,Yes,
$,none,,casual,No,,No,Yes,,Yes,
$$,full_bar,average,,,street,,Yes,,Yes,
$,none,quiet,casual,No,lot,No,Yes,No,Yes,
$$,none,average,casual,Yes,,Yes,No,No,Yes,
$$,full_bar,quiet,casual,No,valet,No,No,Yes,Yes,
$$$$,full_bar,quiet,casual,No,,Yes,Yes,,Yes,
$$,beer_and_wine,average,casual,No,lot,Yes,Yes,No,Yes,
$$,full_bar,quiet,casual,No,,Yes,Yes,No,No,
$,none,quiet,casual,Yes,,Yes,Yes,Yes,Yes,
$,none,average,casual,No,lot,Yes,Yes,No,Yes,
$$,none,quiet,casual,,,Yes,Yes,,Yes,
$$,full_bar,average,casual,No,lot,Yes,No,Yes,Yes,
$,none,average,casual,No,,No,No,,Yes,
$$,full_bar,average,dressy,No,garage,Yes,Yes,No,Yes,
$$,full_bar,average,casual,No,garage,Yes,No,No,Yes,Yes
$,none,average,,,,No,No,,Yes,
$,none,,,,lot,,,,,
$,none,average,casual,Yes,lot,Yes,No,Yes,Yes,
$,full_bar,loud,casual,No,street,Yes,No,No,Yes,
$,none,average,casual,Yes,lot,Yes,Yes,Yes,Yes,
$,full_bar,quiet,casual,No,lot,Yes,No,Yes,Yes,
$,none,,casual,No,,,Yes,,No,
$,none,,,,lot,,,,,
$$,full_bar,average,casual,No,lot,Yes,Yes,Yes,Yes,Yes
$$,beer_and_wine,average,casual,No,lot,Yes,Yes,Yes,Yes,
$$,full_bar,average,,,,,No,,Yes,
$$,none,quiet,casual,No,lot,Yes,Yes,Yes,Yes,
$$,none,,,,lot,,,,,
$,beer_and_wine,average,casual,Yes,,No,No,Yes,,
$$,none,,,,street,,,,,
$,full_bar,quiet,casual,,,,No,,No,
$,none,,casual,No,,,No,No,Yes,
$$,none,,,,lot,,,,,
$$,full_bar,average,casual,No,lot,Yes,No,No,Yes,
$$,none,,,,,,,,,
$$,full_bar,average,casual,No,lot,No,No,,Yes,
$$,full_bar,loud,casual,No,,,Yes,No,Yes,
$$,full_bar,average,casual,No,lot,No,Yes,Yes,Yes,
$,none,average,casual,No,lot,Yes,Yes,Yes,Yes,Yes
$$,none,,,,garage,Yes,,,,
$,full_bar,average,casual,No,,,No,No,Yes,
$$,none,average,casual,Yes,,Yes,No,,Yes,
$,none,average,casual,No,,Yes,No,No,Yes,
$$,none,average,casual,No,street,Yes,No,Yes,Yes,
$,full_bar,,casual,Yes,lot,No,Yes,Yes,Yes,
$$,full_bar,average,casual,No,garage,Yes,No,Yes,Yes,
$$,full_bar,average,casual,No,lot,Yes,Yes,No,Yes,
$,none,,casual,No,lot,Yes,Yes,Yes,Yes,
$,none,quiet,casual,No,lot,No,Yes,Yes,Yes,
$,none,quiet,casual,No,lot,Yes,No,Yes,Yes,
$$,none,loud,casual,No,garage,Yes,No,No,,
$$,none,average,casual,No,lot,Yes,No,Yes,Yes,
$,none,average,casual,No,lot,No,No,,Yes,
$,none,,,,,,,,,
$$,none,,,,lot,,,,,
$$,none,quiet,casual,Yes,,No,No,No,No,
$$,beer_and_wine,,casual,No,,No,No,,Yes,
$$,none,,,Yes,garage,,,,,
$,none,average,casual,No,,Yes,No,,No,
$,none,quiet,casual,No,,No,No,No,Yes,
$,full_bar,,,,,,No,,Yes,
$$$,full_bar,,casual,No,lot,Yes,Yes,Yes,Yes,Yes
$$,beer_and_wine,quiet,casual,No,street,No,No,,Yes,
$,none,,,,lot,Yes,,,,
$,full_bar,,casual,No,,,Yes,,Yes,
$,full_bar,average,casual,No,street,Yes,Yes,No,Yes,
$$,beer_and_wine,,casual,Yes,,Yes,No,,Yes,
$$,none,,casual,Yes,,No,No,,Yes,
$$,full_bar,average,casual,No,,No,No,No,Yes,
$,none,,casual,No,,No,Yes,,Yes,
$,none,,,,,,,,,
$,none,,,,lot,,No,,,
$$,full_bar,average,casual,No,lot,No,No,No,Yes,
$$$,full_bar,average,dressy,No,valet,Yes,Yes,Yes,Yes,No
$,none,,casual,No,,,No,,Yes,
$$,none,,,,lot,,,,,
$$,none,,,Yes,street,,,,,
$$$,full_bar,average,casual,No,valet,Yes,No,No,Yes,No
$$,none,,,,,,,,,
$,none,,casual,No,,,,,No,
$,none,,,,lot,,,,,
$,none,,,,lot,,,,,
$$,full_bar,average,casual,No,lot,Yes,No,Yes,Yes,
$,none,,casual,No,,No,No,,No,
$$,full_bar,loud,casual,No,street,,Yes,Yes,Yes,
$$,full_bar,loud,,,,,No,,Yes,
$$,full_bar,,casual,No,,No,No,,Yes,
$,none,quiet,casual,No,,No,No,Yes,Yes,
$$,full_bar,,casual,,,No,No,,Yes,
$$,full_bar,average,casual,No,lot,No,Yes,Yes,Yes,
$,none,loud,casual,No,,Yes,No,No,Yes,
$,none,quiet,casual,No,lot,No,No,Yes,Yes,
$$,none,,casual,No,,,No,,Yes,
$,none,,casual,No,,,,,Yes,
$$,full_bar,average,casual,No,garage,Yes,No,No,Yes,Yes
$$,none,,,,street,Yes,,,,
$$,full_bar,quiet,casual,Yes,lot,Yes,No,Yes,Yes,
$,none,average,casual,No,lot,Yes,No,No,Yes,
$,none,quiet,casual,No,lot,No,No,Yes,No,Yes
$$,none,,,,lot,,,,,
$,none,quiet,casual,No,lot,Yes,No,No,No,
$,none,,,,street,,,,,
$,none,quiet,casual,Yes,lot,No,No,Yes,Yes,
$$,full_bar,,,,street,,No,,Yes,
$$$$,full_bar,quiet,dressy,No,valet,Yes,Yes,No,Yes,No
$$,beer_and_wine,average,casual,Yes,lot,No,Yes,Yes,Yes,
$,none,average,casual,Yes,lot,No,Yes,Yes,Yes,
$,beer_and_wine,quiet,casual,No,,,No,,Yes,
$$$,full_bar,quiet,casual,Yes,,Yes,Yes,Yes,Yes,
$$,full_bar,average,casual,No,garage,No,Yes,No,Yes,
$$,none,,,,valet,,,,,
$,none,quiet,casual,No,,Yes,Yes,,Yes,
$,none,quiet,casual,No,lot,Yes,No,,No,
$,none,average,casual,No,lot,No,No,Yes,Yes,
$,none,average,casual,No,lot,No,No,No,Yes,
$,none,quiet,casual,No,street,Yes,Yes,No,No,
$$,none,average,casual,Yes,,No,No,Yes,Yes,
$$,beer_and_wine,loud,casual,No,street,Yes,No,Yes,Yes,No
$,none,quiet,casual,No,,,Yes,,Yes,
$$,none,quiet,casual,No,street,Yes,Yes,Yes,No,
$,none,average,casual,No,,Yes,No,No,Yes,
$$$,full_bar,average,casual,No,valet,,No,No,Yes,No
$$,full_bar,average,casual,No,lot,,Yes,No,Yes,
$,none,quiet,casual,No,,Yes,No,No,Yes,
$,beer_and_wine,average,casual,No,lot,Yes,Yes,Yes,Yes,
$,none,quiet,casual,No,,No,No,,Yes,
$,none,,casual,No,lot,,No,,No,
$$,none,,,,lot,Yes,,,,
$$,full_bar,very_loud,casual,No,lot,Yes,Yes,,Yes,
$$,none,,,,lot,,,,,
$,full_bar,average,casual,No,lot,Yes,No,No,Yes,
$,none,,casual,No,lot,No,No,,No,
$,full_bar,average,casual,No,lot,,No,No,Yes,
$,beer_and_wine,quiet,casual,Yes,lot,Yes,No,,Yes,
$,none,quiet,casual,No,lot,No,No,Yes,Yes,
$,none,,,,lot,No,,,,
$,beer_and_wine,average,casual,No,lot,Yes,Yes,Yes,Yes,
$$$,none,,,,lot,,,,,
$$,none,,,,,,,,,
$,none,average,casual,No,,,Yes,Yes,Yes,
$$,none,,,,lot,,,,,
$$,full_bar,average,casual,No,lot,Yes,Yes,Yes,Yes,
$$,full_bar,loud,casual,No,,Yes,Yes,No,Yes,
$$,full_bar,average,casual,No,,Yes,Yes,No,Yes,
$$$,full_bar,,,,,,Yes,,,
$$$,none,average,,,garage,Yes,Yes,,Yes,
$$,full_bar,average,casual,No,garage,Yes,Yes,No,Yes,Yes
$,none,,,,lot,,,,,
$$$,full_bar,very_loud,,,,,No,,No,
$,none,,casual,Yes,,,No,,Yes,
$,none,,casual,No,,,,,No,
$$,none,,casual,No,,,Yes,,Yes,
$$,full_bar,average,casual,No,lot,No,No,,Yes,
$$,none,,,,lot,Yes,,,,
$,none,,casual,No,,,,,Yes,
$$,none,,,,lot,Yes,Yes,,,
$$,full_bar,average,casual,No,lot,No,Yes,No,Yes,
$$,full_bar,very_loud,,,,,No,,Yes,
$,none,,,No,,,,,Yes,
$,none,average,casual,No,,Yes,Yes,No,No,
$$,full_bar,average,casual,No,lot,Yes,Yes,No,Yes,
$$$$,full_bar,average,dressy,No,valet,Yes,No,No,Yes,
$$,full_bar,average,casual,Yes,lot,Yes,Yes,Yes,Yes,
$,full_bar,average,,,,,Yes,,Yes,
$,none,,,,,,No,,,
$$,none,,,,,,Yes,,,
$$,full_bar,,,,,,No,,Yes,
$$,none,,,,lot,,Yes,,,
$$,full_bar,average,casual,No,lot,Yes,Yes,No,Yes,
$$,full_bar,average,casual,No,lot,No,Yes,No,Yes,
$,none,average,casual,No,,No,Yes,No,Yes,Yes
$,none,,,,street,,,,,
$$,full_bar,loud,casual,No,lot,Yes,Yes,No,Yes,Yes
$,none,,,,garage,,,,,
$$$,full_bar,loud,casual,No,,No,Yes,Yes,Yes,
$,beer_and_wine,average,casual,Yes,lot,Yes,No,Yes,Yes,
$,full_bar,,casual,No,,Yes,Yes,,Yes,
$$,none,quiet,casual,Yes,lot,Yes,No,Yes,Yes,
$$,none,average,casual,Yes,lot,No,Yes,Yes,Yes,
$$,none,quiet,casual,No,,Yes,No,No,,
$,none,,,,lot,,Yes,,,
$$,full_bar,average,,,,No,No,,Yes,
$$,full_bar,average,casual,No,lot,,Yes,No,Yes,No
$$,full_bar,average,casual,No,lot,No,No,,Yes,
$$,full_bar,average,casual,No,street,Yes,No,Yes,Yes,
$$,none,,,,,Yes,No,,,
$,none,quiet,casual,Yes,,Yes,No,Yes,Yes,
$,none,average,casual,Yes,lot,Yes,No,Yes,No,
$,none,average,casual,No,lot,Yes,No,,Yes,
$$,full_bar,loud,,,,,Yes,,Yes,
$$,none,,,,,,,,,
$,none,average,casual,No,lot,Yes,No,Yes,Yes,
$$,none,average,casual,No,street,No,No,No,Yes,
$$,none,average,,Yes,,,,,,
$,full_bar,very_loud,casual,No,,No,Yes,No,Yes,
$$$,beer_and_wine,average,casual,No,lot,No,No,No,Yes,
$$,full_bar,average,casual,No,garage,Yes,Yes,Yes,Yes,
$$,full_bar,average,casual,No,lot,No,No,No,Yes,
$,beer_and_wine,average,casual,No,,Yes,No,,Yes,
$$$,full_bar,average,casual,No,street,Yes,Yes,No,Yes,
$,full_bar,average,casual,No,lot,Yes,Yes,Yes,Yes,
$,none,very_loud,casual,No,street,No,No,Yes,Yes,
$,none,quiet,casual,No,,No,No,Yes,Yes,
$,none,,casual,No,,No,No,No,Yes,
$,none,quiet,casual,No,,Yes,No,,Yes,
$$,full_bar,average,casual,No,lot,Yes,Yes,Yes,Yes,
$,none,average,casual,No,lot,No,No,Yes,Yes,Yes
$,none,,,,,,,,,
$,none,,,,,,,,,
$,none,average,casual,No,,No,Yes,,Yes,
$,none,quiet,casual,Yes,lot,Yes,Yes,Yes,Yes,
$$,beer_and_wine,average,casual,Yes,lot,No,Yes,Yes,Yes,
$$,full_bar,average,casual,No,street,Yes,No,Yes,Yes,
$,none,quiet,casual,Yes,lot,No,No,Yes,Yes,
$,none,very_loud,casual,Yes,lot,No,No,No,Yes,
$$,full_bar,average,casual,No,garage,No,No,No,Yes,
$,full_bar,,casual,Yes,,,No,,Yes,
$,none,average,casual,No,lot,No,No,Yes,Yes,Yes
$$,none,,,,lot,,,,,
$$,none,,,No,street,,Yes,,,
$,none,,,,lot,,,,,
$$,beer_and_wine,,casual,No,,,Yes,,Yes,Yes
$$$,full_bar,average,dressy,No,lot,Yes,No,Yes,Yes,
$,beer_and_wine,average,casual,Yes,lot,Yes,No,,Yes,
$$,none,,,,garage,,No,,,
$$,beer_and_wine,average,casual,No,lot,No,No,No,Yes,
$$,full_bar,loud,casual,No,,No,Yes,No,Yes,
$$,none,quiet,dressy,,,No,No,No,Yes,
$$,none,quiet,casual,Yes,street,No,No,No,Yes,
$$$,full_bar,average,casual,No,street,No,No,,Yes,
$$,full_bar,quiet,dressy,No,lot,No,No,Yes,No,
$,none,,,,lot,Yes,,,,
$,none,very_loud,casual,Yes,,No,No,,Yes,
$,full_bar,average,casual,No,lot,Yes,Yes,Yes,Yes,
$,none,,,,,,,,,
$,none,average,casual,No,lot,Yes,Yes,Yes,Yes,
$$,full_bar,,casual,No,street,No,No,,Yes,
$,none,average,casual,No,lot,No,Yes,Yes,Yes,
$$,full_bar,average,casual,No,lot,No,Yes,Yes,Yes,
$$,none,average,casual,No,lot,No,No,No,Yes,
$$,full_bar,average,casual,No,lot,Yes,No,Yes,No,
$$,none,average,casual,,,Yes,No,,,
$$,none,average,casual,No,lot,Yes,Yes,,Yes,
$$$,beer_and_wine,,casual,No,lot,No,No,,,
$,none,loud,casual,,,Yes,No,Yes,No,
$$,full_bar,average,casual,No,lot,Yes,No,No,Yes,
$$,none,average,,No,,,Yes,,Yes,
$$,none,average,casual,No,street,No,Yes,Yes,Yes,
$$,full_bar,loud,,,,,Yes,,Yes,
$,none,very_loud,casual,No,lot,No,Yes,No,No,
$$,full_bar,average,casual,No,lot,Yes,No,No,Yes,
$$,full_bar,average,casual,No,lot,,No,No,Yes,No
$$,full_bar,average,casual,No,lot,Yes,No,No,Yes,
$,beer_and_wine,average,casual,Yes,garage,Yes,Yes,No,Yes,
$,none,average,casual,,,No,No,,Yes,
$,none,average,casual,No,,Yes,No,No,Yes,
$$,full_bar,average,casual,No,,Yes,Yes,No,Yes,
$$,none,quiet,casual,Yes,,Yes,Yes,No,Yes,
$$,beer_and_wine,average,casual,,,,,,Yes,
$$,beer_and_wine,loud,casual,No,street,No,Yes,,Yes,
$,none,average,casual,No,lot,No,Yes,No,No,
$$,none,quiet,casual,Yes,,No,No,,Yes,
$$,beer_and_wine,average,casual,No,lot,,No,No,Yes,
$,none,average,casual,Yes,lot,No,Yes,Yes,Yes,
$$,none,average,casual,No,lot,No,No,,Yes,
$$,full_bar,average,casual,Yes,lot,Yes,No,Yes,Yes,
$,none,quiet,casual,No,lot,No,No,Yes,Yes,
$$,full_bar,quiet,casual,No,lot,No,No,Yes,Yes,
$$,full_bar,average,dressy,No,,No,Yes,,Yes,
$,none,,,,,,,,,
$$,full_bar,loud,casual,No,street,No,No,No,Yes,
$$$,full_bar,quiet,casual,No,lot,Yes,Yes,No,Yes,
$,none,average,casual,No,lot,Yes,No,No,Yes,
$,none,,,,lot,,,,,
$$,none,average,casual,No,lot,No,No,,Yes,
$$,full_bar,quiet,casual,No,lot,No,Yes,,Yes,Yes
$$,beer_and_wine,average,casual,No,lot,,No,,Yes,
$$,none,,casual,No,,,No,,Yes,
$$,none,,,,street,,,,,
$,beer_and_wine,average,casual,No,lot,Yes,Yes,Yes,Yes,
$,none,,casual,No,,,No,No,No,
$$,full_bar,very_loud,,,,Yes,No,,Yes,
$,full_bar,loud,casual,No,,No,Yes,No,Yes,
$,none,,casual,,,Yes,,,Yes,
$,none,quiet,casual,Yes,lot,,No,Yes,Yes,
$$,none,average,,No,,,Yes,Yes,No,
$$,none,,,,lot,,Yes,,,
$$,full_bar,,,,,Yes,Yes,,Yes,
$,none,average,casual,No,lot,No,No,No,Yes,
$$,beer_and_wine,average,casual,Yes,lot,No,Yes,Yes,Yes,
$$,none,,,,lot,,,,,
$$,none,,,,lot,,,,,
$,none,average,casual,,,No,No,Yes,No,
$$,full_bar,very_loud,casual,No,lot,Yes,No,No,Yes,
$,none,average,casual,No,lot,No,Yes,,Yes,Yes
$,none,average,casual,No,,No,No,No,Yes,
$,none,average,casual,No,lot,Yes,Yes,Yes,Yes,
$$,full_bar,average,casual,No,lot,No,Yes,No,Yes,
$$,full_bar,average,,,street,,Yes,,Yes,
$,none,,casual,No,,No,Yes,,Yes,
$$,none,,,,lot,,,,,
$,none,quiet,casual,No,valet,No,Yes,Yes,Yes,
$$,none,,,,,,,,,
$,none,average,casual,No,,,No,,Yes,
$$,none,,casual,No,,,,,Yes,
$,beer_and_wine,quiet,casual,No,lot,Yes,No,,No,
$$$,full_bar,average,dressy,No,lot,,No,No,Yes,No
$$,full_bar,average,casual,No,garage,Yes,Yes,Yes,Yes,No
$,beer_and_wine,quiet,casual,No,lot,No,Yes,Yes,Yes,
$$,none,,casual,No,,,Yes,,Yes,
$,none,quiet,casual,No,lot,Yes,No,Yes,Yes,
$,none,average,casual,No,,No,Yes,No,Yes,
$,none,,,,lot,Yes,,,,
$,full_bar,,casual,Yes,,Yes,Yes,,Yes,
$$,full_bar,,,,,,No,,,
$$,beer_and_wine,average,casual,Yes,lot,No,No,Yes,Yes,Yes
$,none,average,casual,No,lot,,No,Yes,Yes,
$,none,quiet,casual,No,lot,No,Yes,Yes,Yes,
$$,none,,casual,Yes,,Yes,No,,Yes,
$$,full_bar,average,casual,No,street,Yes,Yes,Yes,Yes,
$,none,average,casual,Yes,lot,No,No,Yes,Yes,
$$,full_bar,average,casual,Yes,lot,Yes,No,Yes,Yes,
$,none,,,,,,,,,
$$,full_bar,average,casual,No,street,No,Yes,No,Yes,Yes
$$,full_bar,,casual,No,lot,Yes,Yes,,Yes,Yes
$,none,average,casual,No,,Yes,No,,Yes,
$$,none,quiet,casual,No,garage,Yes,No,No,Yes,
$$$,full_bar,loud,casual,No,,Yes,No,No,Yes,
$$,none,,,,lot,Yes,,,,
$,none,,casual,No,,No,No,,Yes,
$,none,average,casual,No,lot,No,Yes,Yes,Yes,
$$,full_bar,average,casual,No,lot,Yes,Yes,Yes,Yes,
$,none,quiet,casual,Yes,lot,No,No,No,No,
$$,none,average,casual,Yes,,No,No,Yes,Yes,
$,none,,casual,No,,Yes,No,,Yes,
$,none,average,casual,No,street,Yes,Yes,Yes,Yes,
$$,none,,,No,,,,,,
$$,full_bar,average,casual,No,lot,Yes,Yes,No,Yes,
$$,none,,,,lot,,,,,
$$,none,average,casual,No,lot,Yes,No,No,Yes,
$$$,full_bar,average,casual,No,garage,Yes,No,,Yes,
$$$,full_bar,average,dressy,No,street,Yes,Yes,Yes,Yes,No
$$,beer_and_wine,average,casual,Yes,lot,Yes,Yes,Yes,Yes,
$$,none,average,casual,No,lot,Yes,No,,Yes,
$,none,average,casual,No,lot,Yes,No,No,Yes,
$,none,quiet,casual,Yes,,,No,,Yes,
$$,full_bar,average,casual,No,,Yes,No,,Yes,Yes
$$,full_bar,loud,casual,No,street,Yes,Yes,No,Yes,
$$,full_bar,average,casual,No,garage,No,Yes,No,Yes,
$$$,none,,,,,,No,,,
$,none,,,,,,,,,
$$,full_bar,quiet,casual,No,lot,No,No,Yes,Yes,
$,none,average,casual,No,lot,,Yes,Yes,No,
$$,full_bar,loud,casual,No,lot,Yes,No,Yes,Yes,
$$,beer_and_wine,average,casual,Yes,,No,Yes,No,Yes,
$,full_bar,average,casual,No,street,No,Yes,,Yes,
$$,full_bar,average,casual,Yes,lot,Yes,Yes,Yes,No,No
$,beer_and_wine,loud,casual,No,,Yes,No,No,Yes,
$$,none,average,casual,Yes,,No,Yes,No,Yes,
$,none,average,casual,No,,No,Yes,No,Yes,
$$,none,average,casual,No,lot,Yes,Yes,No,Yes,
$,none,,formal,No,,Yes,No,,Yes,
$$,none,quiet,casual,No,lot,Yes,No,Yes,Yes,
$$,full_bar,average,casual,No,,Yes,Yes,No,Yes,
$,none,,casual,Yes,lot,No,No,,Yes,
$$,none,average,casual,No,street,Yes,Yes,Yes,Yes,
$,none,quiet,casual,No,lot,No,No,Yes,Yes,
$,none,average,casual,No,lot,No,Yes,No,Yes,
$,none,,,,,,,,,
$$,none,,,,lot,,,,,
$$,none,,,,lot,,,,,
$$,none,average,casual,No,,Yes,Yes,,Yes,
$$,beer_and_wine,average,casual,No,valet,No,Yes,No,Yes,
$$,full_bar,average,casual,No,,Yes,No,,Yes,
$$,full_bar,average,casual,No,lot,Yes,No,No,Yes,
$,none,,,,,,No,,,
$,none,average,casual,No,lot,No,Yes,Yes,Yes,
$,none,quiet,casual,Yes,lot,No,No,Yes,Yes,
$$,full_bar,average,casual,No,lot,,Yes,,Yes,
$,none,loud,casual,No,,No,Yes,No,Yes,
$,none,,,,lot,,,,,
$$,full_bar,average,casual,No,,,No,Yes,Yes,
$$,none,average,dressy,No,street,No,Yes,,Yes,No
$,none,,,No,,,,,No,
$$,beer_and_wine,average,casual,No,lot,No,Yes,Yes,Yes,
$$,full_bar,quiet,casual,No,lot,Yes,No,No,Yes,
$$,full_bar,average,,,garage,,No,,Yes,
$$,beer_and_wine,average,casual,No,valet,Yes,No,No,Yes,
$$,none,average,,,lot,,Yes,,Yes,
$,none,average,casual,No,lot,Yes,No,Yes,Yes,
$,none,quiet,casual,No,,Yes,Yes,Yes,Yes,
$$,beer_and_wine,average,casual,No,lot,,No,Yes,Yes,Yes
$,none,,,,lot,Yes,,,,
$$,none,,,,lot,,,,,
$$,none,average,casual,No,garage,Yes,No,No,Yes,
$,none,,casual,Yes,,,No,,Yes,Yes
$$,beer_and_wine,quiet,casual,No,lot,Yes,No,No,Yes,
$$,none,,,,lot,Yes,,,,
$,none,,,Yes,,,,No,Yes,
$$,full_bar,loud,casual,No,lot,No,Yes,Yes,Yes,
$$,none,,,,garage,,,,,
$$,none,,,,,,,,,
$,none,,casual,No,,,No,,Yes,
$,none,,,,lot,,,,,
$,none,,,,street,Yes,,,,
$,none,average,casual,Yes,street,Yes,No,No,No,
$$,beer_and_wine,average,casual,No,garage,Yes,Yes,No,Yes,
$,none,quiet,casual,,lot,,Yes,,Yes,
$$,none,,,,,,,,,
$,none,average,casual,No,lot,No,Yes,No,Yes,
$$,full_bar,average,casual,No,,No,Yes,No,Yes,
$$$,full_bar,quiet,casual,Yes,lot,Yes,Yes,Yes,Yes,
$$,full_bar,average,casual,No,lot,Yes,Yes,Yes,Yes,
$$,none,quiet,casual,No,,No,No,Yes,Yes,
$$$,full_bar,average,casual,Yes,,Yes,Yes,,Yes,
$,none,,casual,Yes,,,No,,Yes,
$,none,average,casual,No,lot,Yes,Yes,Yes,Yes,
$,full_bar,,casual,No,,Yes,No,,Yes,
$$,full_bar,quiet,casual,No,lot,Yes,No,,Yes,
$,full_bar,quiet,,,,,No,,,
$,full_bar,very_loud,,,street,No,No,,Yes,
$,none,average,casual,No,,,No,Yes,Yes,
$,none,,,,lot,,,,,
$$,full_bar,quiet,casual,No,lot,Yes,No,Yes,Yes,
$,beer_and_wine,average,casual,No,lot,Yes,Yes,Yes,Yes,
$,none,quiet,casual,No,,,No,,Yes,
$,none,,casual,Yes,,No,No,,Yes,
$,none,average,casual,No,,Yes,Yes,No,Yes,
$,none,average,casual,No,street,No,No,No,Yes,
$$,none,,,,lot,,,,,
$$,full_bar,very_loud,,,street,,No,,Yes,
$$,full_bar,average,casual,Yes,lot,Yes,No,Yes,Yes,
$$,full_bar,very_loud,casual,No,garage,Yes,Yes,No,Yes,
$$,full_bar,average,,,street,,Yes,,Yes,
$$,full_bar,average,casual,No,lot,Yes,No,No,Yes,
$$$,full_bar,average,casual,No,lot,Yes,Yes,No,Yes,No
$$,full_bar,average,casual,No,street,Yes,Yes,No,Yes,
$$,full_bar,average,casual,Yes,lot,Yes,No,Yes,Yes,
$,full_bar,average,casual,No,,Yes,Yes,Yes,Yes,
$,none,average,casual,No,lot,No,Yes,No,Yes,
$$,none,,,No,valet,,,,,
$$,none,,casual,No,,Yes,No,No,Yes,
$$,none,average,casual,Yes,,,No,,Yes,
$,none,average,casual,No,,No,No,No,Yes,
$,none,average,casual,No,lot,Yes,No,No,Yes,
$$,beer_and_wine,average,casual,No,lot,No,No,No,Yes,
$,none,quiet,casual,No,,,Yes,Yes,Yes,
$$,full_bar,average,casual,No,lot,Yes,No,Yes,Yes,Yes
$$,none,quiet,casual,Yes,street,Yes,No,No,Yes,
$,none,average,casual,No,,No,No,No,Yes,
$$,none,average,casual,No,lot,,Yes,Yes,Yes,
$,none,quiet,casual,Yes,lot,Yes,Yes,No,Yes,
$,none,,,,,,No,Yes,,
$,none,average,casual,No,valet,Yes,Yes,Yes,Yes,
$$$,full_bar,very_loud,,,garage,Yes,Yes,,Yes,
$$,full_bar,quiet,casual,No,lot,,No,,Yes,
$$,full_bar,average,casual,No,lot,Yes,No,No,Yes,Yes
$$,full_bar,average,casual,Yes,lot,Yes,Yes,Yes,Yes,
$,none,quiet,casual,No,street,Yes,No,No,Yes,
$,none,average,casual,No,,No,No,,Yes,
$,full_bar,average,casual,No,lot,,Yes,Yes,Yes,
$,none,,,No,lot,Yes,Yes,No,,
$,none,,,,lot,,,,,
$,none,,,,lot,Yes,,,,
$,none,,casual,No,,,,,,
$,none,average,casual,No,street,No,No,No,Yes,
$,full_bar,loud,,,garage,Yes,Yes,,Yes,
$$,beer_and_wine,quiet,casual,No,lot,Yes,No,No,Yes,
$$,none,,,,lot,No,,,,
$,none,,,,lot,,,,,
$$,beer_and_wine,average,casual,No,lot,Yes,No,,Yes,
$,none,average,casual,Yes,lot,,Yes,,Yes,
$,none,quiet,casual,Yes,lot,No,No,Yes,Yes,
$$,full_bar,very_loud,casual,Yes,,No,No,Yes,Yes,
$,none,average,casual,,lot,Yes,No,,No,
$,none,,casual,No,,Yes,No,,Yes,Yes
$,none,,,,lot,Yes,,,,
$,none,average,casual,No,lot,Yes,Yes,No,Yes,
$$$$,full_bar,average,dressy,No,valet,,No,No,Yes,
$$,full_bar,average,casual,No,garage,Yes,No,Yes,Yes,
$,beer_and_wine,average,casual,No,street,Yes,No,,Yes,
$$,full_bar,average,casual,No,lot,No,No,No,Yes,
$,none,quiet,casual,No,lot,Yes,No,,Yes,Yes
$$,none,average,casual,No,lot,No,No,No,Yes,
$,none,,,,street,,No,,,
$$,full_bar,average,casual,No,lot,No,No,Yes,Yes,
$,none,very_loud,casual,No,lot,Yes,Yes,Yes,Yes,Yes
$$,full_bar,average,casual,No,lot,No,No,No,Yes,
$,none,,casual,No,,,No,,No,
$$$,full_bar,quiet,casual,No,lot,Yes,Yes,Yes,Yes,
$,none,average,casual,No,lot,Yes,Yes,Yes,Yes,
$,none,average,casual,No,,,No,,Yes,
$$,none,,,,lot,,,,,
$$,none,,,,lot,Yes,,,,
$$,none,,,,garage,,No,,,
